FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,Comoros,,,2020-10-16 16:52:35.433041,2020-10-16 00:00:00.000000,3:38:17.017784,0,40,100,0.00483234,0.01145971,0.03091945,42,99,268,27,67,160,0.00314142,0.00773124,0.01849022,0.04885115,0.08783806,0.17946765
