FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,ChinaHainan,Hainan,,2020-10-16 13:46:59.522221,2020-10-16 00:00:00.000000,0:24:20.307253,0,40,100,0.00000000,0.00000000,0.00000049,0,0,0,0,0,0,0.00000000,0.00000000,0.00000031,0.00982575,0.04026954,0.10244050
0,0,ChinaHainan,Hainan,,2020-10-20 15:42:28.767023,2020-10-20 00:00:00.000000,0:20:44.990622,0,40,100,0.00000000,0.00000000,0.00000029,0,0,0,0,0,0,0.00000000,0.00000000,0.00000019,0.00810693,0.04136094,0.14314268
