FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,Austria,,,2020-11-07 12:33:38.228635,2020-11-07 00:00:00.000000,1:31:07.274419,0,40,100,3.46926555,4.74337672,7.58572364,312455,427207,683200,159566,244323,396227,1.77170431,2.71277807,4.39939628,0.44299998,0.53935912,0.63390214
