FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,3530,CanadaOntarioDurham,Ontario,Durham,2020-11-19 14:15:28.977042,2020-11-19 00:00:00.000000,0:55:33.142469,0,40,100,0.47190065,0.72455705,1.30054936,3301,5069,9099,1789,2776,5339,0.25580714,0.39681760,0.76319757,0.20913006,0.30425605,0.42817318
