FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,3562,CanadaOntarioThunderBay,Ontario,Thunder Bay,2020-12-07 15:49:50.880737,2020-12-07 00:00:00.000000,0:46:25.445211,0,40,100,0.98254208,1.48323903,2.16323889,1517,2290,3340,826,1326,1986,0.53533227,0.85865423,1.28637294,0.17862660,0.26507607,0.41643843
