FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,WestBankandGaza,,,2020-10-31 17:12:27.905700,2020-10-31 00:00:00.000000,1:13:49.561272,0,40,100,0.46599800,0.67060029,1.18243039,23772,34210,60320,14651,20947,36872,0.28720790,0.41062618,0.72278127,0.23199667,0.34237900,0.45705786
