FIPS,HR_UID,nameid,province,region,analysisTime,dates,compute_time,divergences,draws,tunes,pointprevalence_025,pointprevalence_50,pointprevalence_975,pointinfections_025,pointinfections_50,pointinfections_975,pointinfectious_025,pointinfectious_50,pointinfectious_975,pointinfectiousprevalence_025,pointinfectiousprevalence_50,pointinfectiousprevalence_975,infectrate_025,infectrate_50,infectrate_975
0,0,Luxembourg,,,2020-11-07 03:35:20.951063,2020-11-07 00:00:00.000000,0:45:07.981261,0,40,100,6.32148010,9.54000385,19.78941230,39570,59718,123876,21733,33662,74894,3.47198333,5.37756240,11.96443372,0.35602785,0.56758319,1.11276296
